순번,영화명,주연 top50 출연 여부,배급사,수상내역,국적,국적,전국 스크린수,전국 매출액,전국 관객수,장르,경쟁작,가족,공연,공포(호러),기타,다큐멘터리,드라마,멜로/로맨스,뮤지컬,미스터리,범죄,사극,스릴러,애니메이션,액션,어드벤처,전쟁,코미디,판타지,SF,러닝타임,연휴 및 기념일 상영 여부,네티즌 평점,top영화감독 여부,연작,원작,수상,전체관람가,12세관람가,15세관람가,19세관람가,연휴기간 상영여부 (연휴 기간 상영 영화중 점유율 TOP2% (104개정도이고 최저 점유율 대략 17.7%)),연휴기간 상영여부 (연휴 기간 상영 영화중 점유율 TOP5% (260개이고 최저 점유율 대략 7.6%))
105,도가니,1,1,2,1,한국,644 ,35566854800 ,4662822 ,드라마,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,125,1,9.26,1,0,1,0,0,0,0,1,1,1
106,내 아내의 모든 것,1,1,3,1,한국,563 ,34222160500 ,4598583 ,코미디,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,121,1,8.57,0,0,0,0,0,0,1,0,1,1
107,나쁜 녀석들: 더 무비,1,1,0,1,한국,1511 ,39560195124 ,4573902 ,범죄,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,114,1,6.43,0,1,1,0,0,0,1,0,1,1
108,연가시,1,1,1,1,한국,759 ,32154766664 ,4513026 ,공포(호러),3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,109,0,7.17,0,0,0,0,0,0,1,0,0,0
109,아이언맨 2,1,0,0,0,미국,757 ,33161943100 ,4498335 ,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,125,1,7.37,0,1,0,0,0,1,0,0,0,1
110,강철비,1,1,1,1,한국,1426 ,35477912466 ,4451336 ,액션,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,142,1,8.32,1,0,1,0,0,0,1,0,1,1
111,해리포터와 죽음의 성물2,0,0,7,0,미국,757 ,34507819000 ,4400298 ,판타지,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0 ,131,0,9.32,0,1,1,0,1,0,0,0,0,0
112,다만 악에서 구하소서,1,1,5,1,한국,1998 ,38554527990 ,4352669 ,범죄,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,108,0,7.63,0,0,0,0,0,0,1,0,1,1
113,엑스맨: 데이즈 오브 퓨처 패스트,1,0,0,0,미국,1056 ,34654558766 ,4313871 ,액션,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,134,1,8.88,0,1,0,0,0,1,0,0,0,1
114,판도라,1,1,1,1,한국,1166 ,33861718164 ,4302032 ,드라마,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,136,0,8.23,0,0,0,0,0,1,0,0,0,1
115,아가씨,1,1,23,1,한국,1171 ,35114332791 ,4277071 ,스릴러,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 ,144,0,7.14,0,0,0,1,0,0,0,1,1,1
116,어메이징 스파이더맨 2,0,0,0,0,미국,1312 ,34869056800 ,4168350 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,142,1,7.76,0,1,0,0,0,1,0,0,1,1
117,용의자,1,1,0,1,한국,807 ,30037161000 ,4131248 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,137,0,8.36,0,0,0,0,0,0,1,0,1,1
118,건축학개론,0,1,5,1,한국,593 ,30219800500 ,4110645 ,멜로/로맨스,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,118,0,8.67,0,0,0,0,0,1,0,0,0,0
119,댄싱퀸,1,1,1,1,한국,534 ,30129259500 ,4057546 ,코미디,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,124,1,8.86,1,0,0,0,0,1,0,0,0,1
120,꾼,1,1,0,1,한국,1314 ,31313568795 ,4018341 ,범죄,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,117,0,7.62,0,0,0,0,0,0,1,0,0,0
121,혹성탈출: 반격의 서막,0,0,1,0,미국,922 ,31509793095 ,4002134 ,액션,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,130,0,8.52,0,1,0,0,0,1,0,0,0,0
122,타짜-신의 손,1,1,1,1,한국,890 ,32267244827 ,4001813 ,드라마,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,147,1,7.26,0,1,0,0,0,0,0,1,1,1
123,쿵푸팬더3,0,1,0,0,미국,1365 ,31340798156 ,3984812 ,애니메이션,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,95,1,8.62,0,1,0,0,1,0,0,0,1,1
124,캡틴 아메리카: 윈터 솔져,1,0,0,0,미국,1106 ,31710585385 ,3963220 ,액션,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,136,1,8.91,1,1,0,0,0,0,1,0,0,0
125,박수건달,0,1,0,1,한국,599 ,28343986569 ,3893216 ,코미디,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,127,1,8.11,0,0,0,0,0,0,1,0,0,0
126,베놈,0,0,0,0,미국,1308 ,34100211207 ,3888096 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,107,0,7.9,0,0,0,0,0,0,1,0,0,0
127,조선명탐정 : 사라진 놉의 딸,1,1,0,1,한국,811 ,30456879428 ,3872015 ,사극,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0 ,125,1,7.67,0,1,0,0,0,1,0,0,1,1
128,역린,1,1,4,1,한국,1054 ,29893297890 ,3849433 ,사극,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0 ,135,0,7.08,0,0,0,0,0,0,1,0,1,1
129,매드 맥스: 분노의 도로,0,0,32,0,미국,799 ,32906364462 ,3842441 ,액션,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,120,1,8.8,0,1,0,0,0,0,1,0,1,1
130,남한산성,1,1,18,1,한국,1229 ,31067321992 ,3829891 ,사극,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0 ,139,1,8.09,1,0,1,0,0,0,1,0,1,1
131,반도,1,1,4,1,한국,2575 ,33071341280 ,3812080 ,액션,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,116,1,5.65,1,0,0,0,0,0,1,0,0,0
132,데드풀 2,1,0,0,0,미국,1576 ,34185664639 ,3784602 ,액션,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,117,0,8.69,0,1,0,0,0,0,0,1,0,0
133,암수살인,1,1,11,1,한국,1177 ,32855895548 ,3772620 ,범죄,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,110,0,8.33,0,0,0,0,0,0,1,0,0,0
134,국가부도의 날,1,1,2,1,한국,1180 ,30891765837 ,3754983 ,드라마,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,114,1,8.13,0,0,0,0,0,1,0,0,0,0
135,미이라,1,0,0,0,미국,1257 ,30504689978 ,3689325 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,120,0,9.22,0,0,0,0,0,0,1,0,0,0
136,82년생 김지영,1,1,7,1,한국,1486 ,30305744310 ,3679019 ,드라마,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,118,0,6.7,0,1,1,0,0,1,0,0,0,0
137,전우치,1,0,1,1,한국,606 ,26770717436 ,3671356 ,액션,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,136,0,8.21,1,0,0,0,0,1,0,0,1,1
138,분노의 질주: 홉스&쇼,1,0,0,0,미국,1311 ,32241767793 ,3657536 ,액션,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,136,0,7.84,0,1,0,0,0,1,0,0,0,0
139,분노의 질주: 더 익스트림,1,0,0,0,미국,1469 ,29981156348 ,3653238 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,136,0,8.96,0,1,0,0,0,0,1,0,0,0
140,너의 이름은.,0,0,6,0,일본,947 ,29248867156 ,3637122 ,애니메이션,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,106,0,8.79,0,0,0,0,0,1,0,0,0,0
141,인턴,0,0,0,0,미국,496 ,28518443148 ,3610642 ,코미디,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,121,0,8.99,0,0,0,0,0,1,0,0,0,1
142,라라랜드,0,0,37,0,미국,727 ,30006844694 ,3597193 ,드라마,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,127,0,8.61,0,0,0,0,0,1,0,0,0,1
143,귀향,0,0,6,1,한국,876 ,27245051990 ,3586523 ,드라마,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,127,0,9.16,0,0,0,0,0,0,1,0,0,0
144,리얼 스틸,1,0,0,0,미국,603 ,26566677000 ,3579666 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,127,0,9.05,0,0,0,0,0,1,0,0,0,0
145,신의 한 수,1,1,0,1,한국,794 ,28777712256 ,3562123 ,범죄,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,118,0,7.78,0,0,0,0,0,0,0,1,0,0
146,코코,0,1,20,0,미국,1177 ,27685479440 ,3510017 ,애니메이션,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,104,1,9.31,0,0,0,0,1,0,0,0,0,0
147,부러진 화살,0,1,4,1,한국,453 ,25878110500 ,3450941 ,드라마,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,100,0,8.92,0,0,0,0,0,0,1,0,0,1
148,끝까지 간다,1,1,14,1,한국,645 ,27006007900 ,3450143 ,액션,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,111,1,9.01,0,0,0,0,0,0,1,0,0,1
149,비긴 어게인,1,0,0,0,미국,213 ,27096673061 ,3427464 ,멜로/로맨스,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,104,0,9.04,0,0,0,0,0,0,1,0,0,0
150,스파이,1,1,0,1,한국,785 ,24436429305 ,3423920 ,액션,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,120,1,8.8,0,0,0,0,0,0,1,0,1,1
151,그것만이 내 세상,1,1,3,1,한국,862 ,27441213382 ,3417629 ,코미디,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,120,1,8.93,0,0,0,0,0,1,0,0,0,0
152,이끼,1,0,9,1,한국,736 ,25856306126 ,3408144 ,드라마,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,163,0,7.1,0,0,1,0,0,0,0,1,0,0
153,토이 스토리 4,0,1,4,0,미국,1336 ,28757726040 ,3399913 ,애니메이션,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,100,0,9.02,0,1,0,0,1,0,0,0,0,0
154,돈,1,1,1,1,한국,1431 ,28869614062 ,3389035 ,범죄,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,115,0,7.41,0,0,0,0,0,0,1,0,0,0
155,포화속으로,0,1,4,1,한국,736 ,24217600897 ,3385706 ,드라마,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,120,0,8.23,1,0,0,0,0,1,0,0,0,0
156,맨 인 블랙 3,1,0,0,0,미국,770 ,27301520070 ,3379762 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,106,1,8.18,0,1,0,0,0,1,0,0,1,1
157,어바웃 타임,0,0,1,0,영국,568 ,24867023000 ,3375735 ,멜로/로맨스,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,123,0,9.18,0,0,0,0,0,0,1,0,0,1
158,악인전,1,0,0,1,한국,1307 ,29128292150 ,3364079 ,범죄,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,110,0,7.87,0,0,0,0,0,0,0,1,0,0
159,슈퍼배드 3,0,0,0,0,미국,1057 ,24216987019 ,3324861 ,애니메이션,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,90,0,8.68,0,1,0,0,1,0,0,0,0,0
160,데드풀,0,1,0,0,미국,1036 ,27595618651 ,3317196 ,액션,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,116,0,8.2,0,0,0,0,0,0,0,1,0,0
161,시동,1,1,1,1,한국,1515 ,28098934360 ,3317038 ,드라마,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,102,0,7.57,0,0,1,0,0,0,1,0,0,1
162,아이 캔 스피크,0,1,14,1,한국,1140 ,25532214986 ,3280243 ,코미디,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,119,1,9.37,0,0,0,0,0,1,0,0,0,1
163,스타워즈: 깨어난 포스,1,0,12,0,미국,940 ,28353796331 ,3273879 ,액션,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,135,0,7.74,0,1,0,0,0,1,0,0,1,1
164,분노의 질주: 더 세븐,1,0,2,0,미국,983 ,26449334694 ,3247558 ,액션,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,138,0,9.11,0,1,0,0,0,0,1,0,0,0
165,터미네이터 제니시스,1,1,0,0,미국,1113 ,26546725129 ,3239371 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,125,0,7.69,0,0,0,0,0,0,1,0,0,0
166,그래비티,0,0,36,0,미국,636 ,31484135600 ,3227452 ,SF,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1 ,90,0,8.29,0,0,0,0,0,1,0,0,0,0
167,마녀,1,0,8,1,한국,1117 ,27242029463 ,3189091 ,미스터리,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0 ,125,0,8.21,0,0,0,0,0,0,1,0,0,0
168,탐정: 리턴즈,1,1,1,1,한국,1041 ,26865721678 ,3148038 ,코미디,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,116,0,8.4,0,1,0,0,0,0,1,0,0,0
169,캐리비안의 해적: 낯선 조류,1,0,0,0,미국,960 ,27279967500 ,3130046 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,137,1,8.08,0,1,0,0,0,1,0,0,0,1
170,퀵,0,1,0,1,한국,512 ,22960890000 ,3125069 ,코미디,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,115,0,7.85,0,0,0,0,0,0,1,0,0,1
171,감기,0,0,0,1,한국,806 ,21784202000 ,3119023 ,드라마,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,121,0,6.93,0,0,0,0,0,0,1,0,0,0
172,나우 유 씨 미 2,1,1,0,0,미국,1200 ,25116690113 ,3100113 ,범죄,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,129,0,8.3,0,1,0,0,0,1,0,0,0,0
173,하모니,1,0,0,1,한국,405 ,21992266198 ,3068544 ,드라마,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,115,1,9.05,0,0,0,0,0,1,0,0,0,1
174,캐리비안의 해적: 죽은 자는 말이 없다,1,1,0,0,미국,1357 ,24975495122 ,3049894 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,129,0,8.28,0,1,0,0,0,1,0,0,0,0
175,스물,1,1,2,1,한국,926 ,23558988686 ,3044134 ,코미디,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,115,0,7.58,1,0,0,0,0,0,1,0,0,0
176,토르: 다크 월드,1,0,0,0,미국,733 ,22525808500 ,3039889 ,액션,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,112,0,8.33,0,1,0,0,0,1,0,0,0,0
177,방자전,1,0,9,1,한국,512 ,22853629794 ,3035116 ,사극,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0 ,124,0,7.42,0,0,0,0,0,0,0,1,0,0
178,인크레더블 2,1,1,3,0,미국,1605 ,24554683588 ,3033052 ,애니메이션,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,125,0,9.23,1,1,0,0,1,0,0,0,0,0
179,레드: 더 레전드,1,1,0,0,미국,739 ,21511358970 ,3004647 ,액션,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,115,0,8.01,0,1,0,0,0,0,1,0,0,0
180,오싹한 연애,1,1,0,1,한국,469 ,21965313000 ,3001530 ,공포(호러),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,114,1,8.54,0,0,0,0,0,1,0,0,0,0
181,드래곤 길들이기 2,0,1,1,0,미국,829 ,23979935189 ,3000056 ,애니메이션,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,101,0,8.91,0,1,0,0,1,0,0,0,0,0
182,형,1,1,1,1,한국,993 ,23113768293 ,2979659 ,코미디,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,110,0,8.35,0,0,0,0,0,1,0,0,0,0
183,친구 2,0,1,1,1,한국,968 ,21804687513 ,2971475 ,액션,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,124,0,6.21,0,1,0,0,0,0,0,1,0,0
184,26년,0,0,1,1,한국,604 ,21241327145 ,2963449 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,135,1,6.41,0,0,1,0,0,0,1,0,0,0
185,공조,1,1,3,1,한국,976 ,23918185757 ,2957330 ,액션,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,125,1,8.26,0,0,0,0,0,0,1,0,1,1
186,서치,0,0,2,0,미국,816 ,25283364845 ,2949944 ,드라마,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,101,1,8.92,0,0,0,0,0,1,0,0,0,0
187,고지전,1,1,12,1,한국,585 ,21968557600 ,2945137 ,드라마,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,133,1,8.67,1,0,0,0,0,0,1,0,0,0
188,엑스맨: 아포칼립스,1,0,0,0,미국,1262 ,24467887950 ,2938818 ,액션,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,143,1,8.19,0,1,0,0,0,1,0,0,0,1
189,프리즌,0,1,3,1,한국,1047 ,23790276987 ,2931897 ,범죄,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,125,0,7.56,0,0,0,0,0,0,0,1,0,0
190,솔트,0,0,1,0,미국,556 ,21719123025 ,2921331 ,스릴러,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0 ,99,0,7.76,0,0,0,0,0,0,1,0,0,0
191,가장 보통의 연애,0,1,0,1,한국,1073 ,24822316930 ,2917213 ,멜로/로맨스,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,109,0,7.72,0,0,0,0,0,0,1,0,0,0
192,헬로우 고스트,1,1,2,1,한국,472 ,21154651779 ,2897477 ,코미디,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,111,1,8.88,0,0,0,0,0,1,0,0,1,1
193,극비수사,1,1,1,1,한국,894 ,22389535897 ,2860786 ,드라마,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,108,0,8.08,0,0,0,0,0,0,1,0,0,0
194,표적,1,1,0,1,한국,665 ,22256359300 ,2841788 ,액션,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,98,0,7.47,0,0,0,0,0,0,1,0,1,1
195,앤트맨,0,0,0,0,미국,949 ,23502249937 ,2839921 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,117,1,8.6,0,1,0,0,0,1,0,0,0,0
196,호빗: 다섯 군대 전투,0,0,2,0,미국,926 ,24268487685 ,2836774 ,어드벤처,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0 ,144,0,8.49,0,1,0,0,0,1,0,0,0,1
197,너의 결혼식,1,0,1,1,한국,962 ,23670604369 ,2820029 ,멜로/로맨스,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,110,0,8.41,0,0,0,0,0,1,0,0,0,0
198,호빗: 뜻밖의 여정,1,0,1,0,미국,1028 ,23436820716 ,2818993 ,어드벤처,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0 ,169,1,8.42,0,1,0,0,0,1,0,0,0,1
199,말모이,1,1,1,1,한국,1203 ,23682638520 ,2812444 ,드라마,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,135,0,9.12,0,0,0,0,0,1,0,0,0,0
200,메이즈 러너,0,0,0,0,미국,648 ,21489367677 ,2812427 ,액션,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,113,1,8.28,0,0,1,0,0,1,0,0,0,1
201,해리 포터와 죽음의 성물1,0,0,1,0,미국,718 ,19906900266 ,2809053 ,미스터리,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0 ,146,0,8.2,0,1,1,0,1,0,0,0,1,1
202,빅 히어로,0,0,1,0,미국,825 ,21993119765 ,2801949 ,애니메이션,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,108,0,9.1,0,0,0,0,1,0,0,0,0,0
203,덩케르크,0,0,8,0,미국,1252 ,24576771848 ,2792705 ,액션,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,106,0,8.29,1,0,0,0,0,1,0,0,0,0
204,혹성탈출: 진화의 시작,0,0,4,0,미국,514 ,20629757000 ,2773794 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,106,0,8.76,0,0,0,0,0,1,0,0,0,0
205,부당거래,1,0,6,1,한국,502 ,21326977937 ,2766436 ,범죄,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,119,0,8.69,1,0,0,0,0,0,0,1,0,0
206,메이즈 러너: 스코치 트라이얼,0,0,0,0,미국,804 ,21596946349 ,2744413 ,액션,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,132,1,8.07,0,1,1,0,0,1,0,0,0,1
207,가디언즈 오브 갤럭시 VOL. 2,1,1,1,0,미국,1218 ,23452674686 ,2735719 ,액션,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,136,1,8.94,0,1,0,0,0,1,0,0,1,1
208,시라노; 연애조작단,0,1,8,1,한국,402 ,20171151599 ,2731828 ,멜로/로맨스,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,117,1,8.72,0,0,0,0,0,1,0,0,0,1
209,내가 살인범이다,1,1,1,1,한국,547 ,20338948000 ,2721903 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,119,0,8.47,0,0,0,0,0,0,0,1,0,0
210,나우 유 씨 미 : 마술사기단,1,1,0,0,미국,691 ,19146691869 ,2718227 ,범죄,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,115,0,8.04,0,0,0,0,0,1,0,0,0,0
211,미스 페레그린과 이상한 아이들의 집,1,0,0,0,미국,904 ,21841214586 ,2718158 ,미스터리,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0 ,127,1,8.45,0,0,1,0,0,1,0,0,0,1
212,타이탄,1,0,0,0,미국,694 ,22143097429 ,2685508 ,액션,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,106,0,6.36,0,0,0,0,0,1,0,0,0,0
213,곤지암,0,1,7,1,한국,1124 ,21442114144 ,2675559 ,공포(호러),4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0 ,94,0,6.4,0,0,0,0,0,0,1,0,0,0
214,소원,1,1,9,1,한국,641 ,18251983100 ,2663170 ,드라마,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,122,0,9.32,0,0,0,0,0,1,0,0,0,0
215,살인자의 기억법,1,1,3,1,한국,1064 ,21361479492 ,2656694 ,범죄,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0 ,118,1,7.7,0,0,1,0,0,0,1,0,0,0
216,브레이킹 던 part2,1,1,1,0,미국,665 ,18909583065 ,2654817 ,드라마,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0 ,115,0,8.72,0,1,1,0,0,0,1,0,0,0
217,탐정 : 더 비기닝,1,1,0,1,한국,764 ,20463956973 ,2625686 ,코미디,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0 ,120,1,8.45,0,0,0,0,0,0,1,0,0,1
218,미니언즈,0,0,0,0,미국,792 ,18997911278 ,2625572 ,애니메이션,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,91,0,7.94,0,0,0,0,1,0,0,0,0,0
219,후궁 : 제왕의 첩,1,1,2,1,한국,624 ,19250354500 ,2621436 ,사극,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0 ,122,0,6.93,0,0,0,0,0,0,0,1,0,0
220,트랜스포머: 최후의 기사,1,1,0,0,미국,1739 ,21501959228 ,2614601 ,액션,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,151,0,6.27,1,1,0,0,0,1,0,0,0,0
221,제이슨 본,1,0,0,0,미국,827 ,21253434663 ,2611966 ,액션,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0 ,123,0,8.39,0,0,1,0,0,0,1,0,0,0
222,드래곤 길들이기,0,0,0,0,미국,562 ,27471926367 ,2603857 ,애니메이션,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,98,1,9.32,0,0,1,0,1,0,0,0,1,1
223,지금 만나러 갑니다,1,1,2,1,한국,1163 ,20800916128 ,2602273 ,멜로/로맨스,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0 ,131,0,8.74,0,0,0,0,0,1,0,0,0,0
224,도리를 찾아서,0,0,1,0,미국,1091 ,20703899933 ,2601734 ,애니메이션,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0 ,97,0,8.51,0,1,0,0,1,0,0,0,0,0
